lab_ID,lipidomics_0,lipidomics_1,lipidomics_2,lipidomics_3,lipidomics_4,lipidomics_5,lipidomics_6,lipidomics_7,lipidomics_8,lipidomics_9,lipidomics_10,lipidomics_11,lipidomics_12,lipidomics_13,lipidomics_14,lipidomics_15,lipidomics_16,lipidomics_17,lipidomics_18,lipidomics_19,lipidomics_20,lipidomics_21,lipidomics_22,lipidomics_23,lipidomics_24,lipidomics_25,lipidomics_26,lipidomics_27,lipidomics_28,lipidomics_29,lipidomics_30,lipidomics_31,lipidomics_32,lipidomics_33,lipidomics_34,lipidomics_35,lipidomics_36,lipidomics_37,lipidomics_38,lipidomics_39,lipidomics_40,lipidomics_41,lipidomics_42,lipidomics_43,lipidomics_44,lipidomics_45,lipidomics_46,lipidomics_47,lipidomics_48,lipidomics_49,lipidomics_50,lipidomics_51,lipidomics_52,lipidomics_53,lipidomics_54,lipidomics_55,lipidomics_56,lipidomics_57,lipidomics_58,lipidomics_59,lipidomics_60,lipidomics_61,lipidomics_62,lipidomics_63,lipidomics_64,lipidomics_65,lipidomics_66,lipidomics_67,lipidomics_68,lipidomics_69,lipidomics_70,lipidomics_71,lipidomics_72,lipidomics_73,lipidomics_74,lipidomics_75,lipidomics_76,lipidomics_77,lipidomics_78,lipidomics_79,lipidomics_80,lipidomics_81,lipidomics_82,lipidomics_83,lipidomics_84,lipidomics_85,lipidomics_86,lipidomics_87,lipidomics_88,lipidomics_89,lipidomics_90,lipidomics_91,lipidomics_92,lipidomics_93,lipidomics_94,lipidomics_95,lipidomics_96,lipidomics_97,lipidomics_98,lipidomics_99
SUBJ0000,1.0,0.6792939731151362,0.5583646321889557,2.184769308634452,,1.0,1.0,0.9475924727234454,2.1856337129213945,1.0,1.4712617200080755,1.9772619605566322,11.13367963583846,69.11814257960684,1.6019354198777374,2882.807006353936,,2.337792309564893,,4.550862617867597,1.5695738052632298,64851.88185721858,0.5645077578897905,2.5021082356584974,252.2341834236772,2.214744990343408,3.4712691817371195,2.8733498446671923,1.0,0.4959451507163289,,,1.0,0.838648737866376,0.610034497340196,1.0,1.702897518206999,1.0,3.2245780822468246,5.228021336128858,190.33817579947822,1.0,816.1385814968344,1.0,8264.295909687293,1.0,2.125679524767824,1.0,0.6970434960922187,,1.0,21440.43937912429,1.0,0.5339177702699985,1.4664983053168266,1.0,1.7870401493923889,,1.0,0.6784557728283399,0.4861101631040867,3.850112744546255,1.177063206258979,2.1081253932602158,1.8414299134988932,5.677095795536458,2.2375707509827945,,1.5111956252762093,1.481585490105145,0.7453515485844399,1.0,1.2855164404732655,0.6099424382454309,1.2078961555629415,2.0716789740343113,0.523081242379084,1.680140834222721,93.29995959647728,1.0,2.61317984901057,38.749523780543655,1.0,0.5559305655486724,,1114.8991081079223,71783.76732139879,0.7083770752621239,7.591944005277528,2.3076857280830936,1.0,52.45686569079612,2.0457929566182678,0.773150695142285,283.9346660738894,273400.6921237746,13.914120343774632,1.021741908099152,1.8748947050463305,12.03177927863122
SUBJ0001,1.0,7.439405515913311,1087.4142211791984,2.483826131914376,0.8286809536086172,145.17274980379872,2313.1602687213203,1.0,1.0,1.1054050648448477,1.7763108924656428,1.700642964523748,1.0,2.096465714712774,2.120295943179314,,2.243009727754141,2.858194407188846,0.4188669812746546,5.184003515924601,54.07453344551397,1.0,5.18592091207078,0.4075937753528804,1.5700238590634537,1.0,0.58337660384649,2.2374116859594997,1.0,1.0,,,11.901332697481696,0.9576183348055068,2.0051584995579628,1.0,0.7658649465575402,1.0,0.3941023519116878,1.0,1.0,1.0,1.0,24375248.571815673,498.3808865389372,0.888359939520597,1.3541910889398872,1017645.4536089269,,3.196148732544439,0.4388357832159115,1.0,13.478930143366654,5.894860607524655,5.448704212213247,1.0,0.7278147698399526,150.65695917427468,4.945815161342614,21.027092938594524,5.254193822347596,,2.6359062653361094,1.473552060774174,2.3901914819999264,1.0,0.4054174526553921,1.6297344888691039,1.0,,1.935121713691691,,1.223893105383769,3.705775044799794,1.2070753816861512,1.0,0.7040900635658559,1.2319745639303838,3.722603314991481,,,20.24392881609707,1.0,0.3885221936381777,1.678800718567269,89.18354562789072,1.0,,0.625999767721752,,42.11743938840265,194.7438024380484,1.8938747820638366,1.6437343266123463,1.725886892762768,1.0,,0.6043760744795571,1.013281767581065,1.0
SUBJ0002,,4.53881662016431,2881937.72348642,2.1041943693793934,0.4391989617911839,63.30126780818863,0.8381612455685846,1.9816814448567983,2.18243234919881,,1.0,,0.7039332459076405,70.8891220788414,1.0,,2.127915262479155,1.4868775152241536,3.186268480472213,0.3882274755518519,2.3322986938549315,489.27826562267376,2.6527718348434046,1.0,251.94440913874362,1.461886381599128,0.644078017769988,1.7279941880238137,0.8345419079295922,0.5217148475498602,1.678322911191485,2.0338938797039527,1.0,2.9657753411651124,0.6996655207958797,1.0,1.0,,0.6569784701424497,1.0,181.64200765022048,,702.2413415519366,1.0,447.7789927747458,2.9451370199591835,3.656180855908374,,3.3793993604498507,0.7443806256590462,1.0,26505.976740177564,1.0,123.33405253056463,3.0484888629194633,,687.1588564692827,11117.693738230337,16.461658833011356,5.369103834698706,126.84374772736986,0.4702294744614296,,2.123726299707323,0.4072717901247937,8.414874183783379,0.9314857547435286,1.534941192783859,1.4928573768130273,1.4397958172609093,2.197338649622607,1.6022812515333351,1.265732608846821,1.0591954209887842,1.1282731829289185,,1.0,1.0,28.44543089260957,1.0,1.0,1.0,1.0,0.8786884874911136,10.341987024834095,1371.7486496185525,4322.560896969967,1.0590180053221308,3.227499919340948,1.0,1.0,52.68585968972869,1.8866829791957682,6.019066752621666,,43.51428258863402,21.316449346965143,6.575096043089868,1.0,1.0
SUBJ0003,0.8283186628616257,4.354155888153358,0.952840166311321,2.232243490073677,3.546998563568522,1.0,1.0,1.9539654116468848,2.0985722739555306,1.0,1.4830669438178432,1.9891867982856892,1.28041979131025,69.79107832645558,0.5438584420986021,26255693.711691663,2.0528254705355087,2.3293421165013286,,4.2176594581863025,0.4569130658681772,,0.4003204673558327,1.76240961880903,251.97489786625758,1.738851284627211,1.1036725950431905,2.361841116939035,1247.186972607693,0.5248182873814884,1.502156549463887,,124.81405588673712,1.3470217764506769,1.0,1.0,1.6624711660592566,1.0,1.1766128789238046,65.30899219930694,195.24701890853305,1.0,501.887287161661,1.0,1283634.4537365134,1.0880491817782396,0.415274086975496,3.566702324046563,0.9346217165727017,1.2314177391042027,1.1021770283166816,28058.24716279732,123.2804152308972,1.0,0.7988745156225594,2.737179656500446,1779.7315528440392,1.0,1.0,1.0,1.0,1.6706060868810604,4.459558528999627,2.130468244270706,1.8635747049424336,1.0,0.4903135325742056,,1.4669253152099118,1.3987201594164782,0.5790968214781853,1.993453446348994,1.2722201627577703,8.60675031527107,1.5014889919220733,2.0459267898247835,5.885354057486732,7.088177234901295,21.258308704345335,,1.0,40.80274968500559,38.69729608339309,0.4322528248478585,1.0,1246.0725203391712,,0.3983496472658801,4.5312391682678,0.7597610594823212,1.0,1.547431807378611,1.8827782235202593,2.742850642275162,324.1786948120654,123780.1935474936,,,1.7515738031872887,
SUBJ0004,0.7126002565795506,,1.0,1.8914910027513694,0.8177444734954095,1.0,1.0,9.466515036502784,1.0,1.086063749249174,1.4584909203261418,1.5924970311881168,1.0890858756365285,1.0,0.4350826094207133,505755475164.1385,1.8869527755326356,2.3399793071021797,0.8679587863984997,1.0,15.9871904008865,2639461154.067475,0.7591628190474362,1.0,,,0.7957677767446447,1.809189263598694,7504.95144722814,1.0,1.4518230555066152,4.607857369610349,1.0,0.7882549481815712,0.662694993444428,1.0502376472530075,1.7126039491817329,,2.537275327337756,162748.58948817998,1.0,,217.73604418782298,1068.7585048881776,53.81397879810858,1.7256167050884887,1.122434467570073,1.0,,1.0,1.0,93.21133795279565,1.0,1.0,1.0584586945049328,38.9106051044305,16.24776503492474,1.0,2.8586157530874647,1.0,1.0,1.0,0.6292943401928178,1.8094743037233492,0.520909946131144,1.0,,1.4393077792726805,0.7724079363259,1.3975328229182964,2.982301638635479,0.7301512308325263,1.2320256011081527,2.2979637156673163,1.0080871456508196,,0.793727445905803,2731.290679976016,1.246264089232018,1.0,1.0,41.07478082050343,73.0595631866163,0.7445559283130356,1.0,1.0,292368.2351232687,70.8978665394262,2.517565680668879,1.0,1.0,,1.5547292860847763,0.5591678089064493,,79262.61409689116,1.0,,1.0,6.37254161748264
SUBJ0006,242.22837486743788,2.201627850254032,1.0,0.5696871819147704,0.4107537357949796,1.0,12.40510632611643,1.3282818796888156,0.9373506961198838,8.160040894913516,1.4413136058927625,3.685475087262458,2.3726225117107216,0.8299517634057263,0.7551278732727533,35.01603999216982,0.4097623979540066,2.3648861198069273,0.9283614224803042,2.4451433724344493,1.0,709.128329528137,0.7588928100754683,3.447143838234059,227.96722137338128,1.0,0.3939749644844555,1.9257988146926523,,1.0996578370605226,0.5463801861650212,1.847904847562193,3.220482638964276,0.6906683906842516,0.7540772064258519,1.0,1.718981084433375,291.7141536584861,0.5227382533366903,1.0,1.0,,219.28352506957862,1.8518155164224075,3.1723839628683344,3.078892087601027,1.370681891376233,,1.0,0.9841352719331302,0.7501824843959032,1.0,3.382503374546086,1.0,2.1118678168070093,1.6865609875828278,118.868725780401,28.300625801547127,1.0,10.843360877987688,1.0,,1.6924379137811505,1.9430345897325578,0.8884416391167673,1.0,0.4036341884422182,1.4205385252685871,0.8525269643687119,0.4785949395092654,1.0,0.6541001248771281,1.0646724980617894,0.5389047174659893,3.605818227498111,2.1290192338054457,1.544542521836841,,6696.477731416564,3.2331525871804687,1.1836949262656575,41.69271924568162,1.5992159833864137,6.6719198111834634,6.193904171502761,1.794223752655388,1.0,22.349270087492727,0.5465815290064276,0.6855786900153412,1.9677239623000835,15.557308080768742,0.640099141821981,0.797345404943028,305.2607045517216,8090.536679343709,1.0,0.6160152921785991,1.7039361386963037,1.0
SUBJ0007,533.5480053325596,5.3036789204642885,261.22058636703133,1.2124240537935989,,100.57358481404148,534.5600322698918,5.649719689683497,2.139432082810815,2.751725603569925,1.438393828062576,4.472947736690081,0.8906690136010451,60.55651114611031,0.4048651683903214,132807.07032248777,7.42898104470058,2.3477648167396854,1.3957446373514433,0.9889492052282348,0.583332225475785,6.5459600362395856,3.389934890105815,0.7288839926822235,,0.5554740407209707,1.3013818893107556,0.7390169806228609,15447136.84621996,0.7136972235407268,1.768519478544902,1.0,,1.0,0.4934686447533296,1.0,1.6688857907656232,93.96441277856913,1.3737229493787986,,,1.0,879.508703852896,55.56351911219004,5.660123787871733,1.977674152151055,1.0,,1.536181110257647,0.8948776943058072,0.7593986873548947,25800.33513882134,1.3636291743361575,1.0,3.8587069583923617,1.0,2220.5325925504953,15220.192188283609,1.684419288506091,1.2510751507677982,1.0,0.731097853312085,2.9982166106675434,2.0789664908542353,2.1228290961986267,38.05342946957215,5.303806585941072,,1.551349446847495,0.4463539242195274,,1.175402702336204,2.411934621370501,0.6846179959711015,1.0,2.050859264663057,1.0,2.720029403118098,1.0,1.0976414859537955,0.4696139811452335,39.17885134555839,1.0,4.526314107654977,1.0,1381.3193842987562,1.0,654.6494105007135,1.0,1.0,5.124785737110365,1.0,1.0,1.0,298.80620185905053,,4.612202379377013,2.813447227864735,1.0191805073642115,15.399834950714007
SUBJ0008,1.0,2.2676948150325846,640892.8612280869,2.4758322641112853,3.176835902542644,,8.700997674230205,0.4813226431908654,2.114836987362122,0.6802828253445484,2.2763055886261134,,1.2141294302219896,66.91179656257296,0.4361707913071141,1.0,1.0,1.0,3.600617404821015,4.599191770325345,6.432950105624366,1.0,1.3530387519959042,0.5751849220256343,251.92119691778439,0.6899390833959897,,2.903013904181741,,5.156358018363216,2.6310741740707653,1.8590366511287464,0.4566573340005881,1.81560899745743,1.0,63.284746236123574,1.3595337837716384,0.6830006395134134,1.0,,179.78684596945635,1.0,629.7474097637703,196845.55123886655,71.20702483321551,2.112246179761745,0.4982587473266647,4018814.779341585,1.788968987758718,3.315162276119555,1.0,27563.269700224846,,1.0,,1.0,1.0,1.0,1.0,0.523217895797172,1.0,1.059591886946104,4.45353780753359,,0.592230034842057,2.622477715502466,,1.2659227157162554,1.6162283002688613,2.3832492854921945,3.8488840255672634,0.5606975229777611,0.499261780718141,1.0,1.2371628025392467,0.4417231948658967,1.2691298302856169,1.0,1.0,0.4166659857881021,1.2988020000236926,49.81930685423675,6.330097936132854,1.0,0.6605418542000557,1171.594175702104,1.0,1.601330719697913,0.5077965023035225,1.0,70.81358367347309,2.8238040373083844,1.0,0.4583202451777145,8.49105476514511,1.0,15.835780556743552,0.6462139545297771,2.9940046767398454,0.6117247008232691
SUBJ0009,3.676588232816454,3.458455785728322,1.0,,0.5561458968370521,100.06093330010413,1.0,3.003352601071821,2.1432517632545736,,1.4712472166274233,1.7039825123307903,0.3855541571981178,73.19025526433137,0.4037324711663802,1076834.7182792907,2.0330131768861537,2.3096293382524764,0.4923358255650152,0.7178954432916234,32.810188350484346,46438529.4299076,0.7594735507526675,0.8509176191662615,252.87607804852632,0.5591150705168062,3.119334295617987,2.311313179536232,1.0,2.426001217567574,1.48281309843602,1.3291152939249518,1.0,1.0,0.5143422995127782,1.0,1.6962564063127616,7499110.778383375,0.5139429631749781,1.0,171.21654951724466,1.0,627.3915436573523,,60.73308221058755,,1.345223800870912,546.648485066148,1.4492276314613053,0.5344862176603967,0.9826481868529392,,,1.0,0.6727329837496125,1.0,32.69074322125538,241.123208690424,,1.0,1.0,4.779522754966437,0.3722566005997894,2.0649027510394298,1.3043466241987796,1.0,1.4306927982557862,1.4941831590403485,1.446732655757823,1.3880354710289624,1.0,,1.1231017552443259,1.248779281574148,1.3164129747187274,2.1205189787796197,1.1909388638958374,,22.828938826438424,1.0,0.5101474055396484,,5.994384301907949,0.6367949663323954,1.143923861979242,1494.272271522818,57005.41396906235,1.0,3.5946352321759902,1.0,2.1359910893458016,0.9653982687100596,1.639029636662972,5.255358671167583,283.77850243270393,1.0,23.377561223574986,5.374780225900887,0.5141347151006626,52.03039615648854
SUBJ0010,1.0,,1.0,,1.2264729236286924,1.0,1.0,,2.05808158806815,1.0,1.420046212081169,1.8504062180885277,,68.40903844660376,1.799878022265626,2419636.542833955,1.9952264770543684,,2.316577583998394,,1.0,2990359450.4382753,1.0,2.8751604709476037,,3.9396714427101553,4.972146183506,2.107565689874588,0.7276504348133992,0.8384407737988878,1.4286587430937656,1.8081882141055905,3130.8299469454532,0.9872050767487492,0.5783521438860317,1.0,1.6983760461047361,,1.5807143633982026,9007879.461264,183.18675117600452,1.0,512.8081345871187,1.0,200627.091829962,1.5793581755038637,1.0,754188.1779211205,0.753810721537303,0.6056579019853681,1.2543197657765122,,2679.066538936362,1.0,1.0,1.0,6.207300988005668,1.0,1.0,2.4445563060776756,1.0,1.823071427039239,,2.0956409925184825,2.2307333630330892,1.0,2.5893725606586613,1.4632377085897579,1.4977457404652053,1.4682995356354946,1.8083683851289527,2.2480226139629105,1.14491195714114,0.6998055341552032,1.3286536370702011,2.1114524306491607,0.5349736663775756,3.0460965106282702,2884.1740058959667,3715.832753994352,0.3806031043758568,40.09140629979115,140.52499564438617,0.7652232249831675,1.302426418533855,866.1527382597014,1775843.9101412387,1.0,0.4932701750882781,1.0,1.0,1.0,1.814104329586463,,344.4347062704752,63172.41190237731,23.870590017695143,1.1815679502077463,,1.0
