lab_ID,metabolomics_0,metabolomics_1,metabolomics_2,metabolomics_3,metabolomics_4,metabolomics_5,metabolomics_6,metabolomics_7,metabolomics_8,metabolomics_9,metabolomics_10,metabolomics_11,metabolomics_12,metabolomics_13,metabolomics_14,metabolomics_15,metabolomics_16,metabolomics_17,metabolomics_18,metabolomics_19,metabolomics_20,metabolomics_21,metabolomics_22,metabolomics_23,metabolomics_24,metabolomics_25,metabolomics_26,metabolomics_27,metabolomics_28,metabolomics_29,metabolomics_30,metabolomics_31,metabolomics_32,metabolomics_33,metabolomics_34,metabolomics_35,metabolomics_36,metabolomics_37,metabolomics_38,metabolomics_39,metabolomics_40,metabolomics_41,metabolomics_42,metabolomics_43,metabolomics_44,metabolomics_45,metabolomics_46,metabolomics_47,metabolomics_48,metabolomics_49,metabolomics_50,metabolomics_51,metabolomics_52,metabolomics_53,metabolomics_54,metabolomics_55,metabolomics_56,metabolomics_57,metabolomics_58,metabolomics_59,metabolomics_60,metabolomics_61,metabolomics_62,metabolomics_63,metabolomics_64,metabolomics_65,metabolomics_66,metabolomics_67,metabolomics_68,metabolomics_69,metabolomics_70,metabolomics_71,metabolomics_72,metabolomics_73,metabolomics_74,metabolomics_75,metabolomics_76,metabolomics_77,metabolomics_78,metabolomics_79
SUBJ0000,1.5240270648569558,69.94459770472834,1.3553132726685546,1.923697018730517,0.208099774512321,2.2466562614121415,137.31733284191364,0.7105035640563848,1.2846135653141106,4.070741326564449,2.51521323257706,0.0001966576187084,0.2150202838995054,,1.4090419576013455,0.0402627954428867,0.139084865327044,0.307106924397197,9.027641867083394,8179397.45928355,,3.3547031435347185,48.91994054000039,3.453663105053539e-06,0.751296958852483,-5.212627098595828,56.9667219451497,0.8142377702829754,41.95621456019859,2.798913940119413,1.2307891554352295,1.4018523292616212,0.4811371720161079,2457.191135633173,0.932377744301343,2.2239999810690514,-85727.42947905663,,132.16466081664933,37.744547609183115,0.1380290207218951,927.2437639557814,2.262826728143964,1.4892604635102369,0.4134877236808985,0.0045018061891801,97.8437040217304,0.9981070630673108,0.2207224280569026,,1.2844606252339168,0.130483590090717,42.82738762923473,,0.2923066063215052,3.0716188014021,-0.46699989394751107,1.6443613184163342,0.4617330468986851,1.6237551569233042,,6.621630194691866,0.5840462897146304,4.313800670796902,6.184465641022092,1.9065514758661024,0.08021494469412,0.6307033313503423,10.048960321364966,0.180615437776503,0.5415703494167804,1.605015814128327,2.4999818166210033,,1.3848713970980309,0.0170412665646554,1.4621106310110197,4896.248558298728,1.978634834685473,
SUBJ0003,1.6789506652877768,61.35836380544756,0.488980061346645,2.027345066657204,0.5312175026084165,119.48348074229943,0.1435517761912061,2.2812767478961735,1.406640364177431,0.3432732150529198,2.4189394005822433,1143.508798577244,1.1649338993382865,1.6437282341950228,,0.0652738883899639,38.05328907706437,1.564892067604631,0.2027117269278302,6834646.516159659,0.3234073011717504,0.9579958416437198,0.0145724406424598,9.019239568745422e-06,0.131304676413014,-6.563629990296121,0.0107255381497747,0.3238093926954966,48.92613177789579,2.476728900583777,1.1888358382339437,8.110134513402228,1.2531846429165925,0.0181321519193961,,5.429315001071506,-102581.96835406304,0.9897487097466312,105.51545428237546,34.632845827659644,0.4790529741447009,0.4046502836728807,4.182558977069023,1.4281408486449994,0.7190496429234715,227754500.6127522,0.1268404679911913,0.2979217700139904,2.73123029995951,1131.8943669648345,1.2231600016346083,,45.12651199486797,8.426748548420035,0.8494997307591623,-3.5089797474491906,,1.519082512945394,1.4578881109468431,1.832121241238441,94021.478907474,1.880479942275985,0.3759499627995311,1.239146140762183,-0.14825866101632101,1.9117998480290987,7882.440924689381,1.226568295678021,13.799758739219998,1.3112156155055237,0.8464294328486218,1.6296842764894608,2.694334432465293,0.1894536959588872,1.2876191927630987,,0.6931805027342118,4.42283288788473e-07,1.7593735520328808,0.0001812837334093
SUBJ0004,0.948376291924844,0.0485018368691766,0.5591190291694934,,3.3522956354317115,100.72213510842093,0.002214285280719,2.1791768822617823,0.6736311415781753,3.319460951587278,2.2824811080698413,38018.3112095283,1.718464831603317,1.6198356917435686,1.3039314661906338,1578.6943529725502,0.3693265087919648,0.2160419159590843,0.4571141348307436,1.9192161971601944,3.6368805548201264,0.52329623264833,0.2379693410794009,1154066.091615229,4.002337639562926,20.657999537557192,0.1831247315326412,0.7357567639769871,71.98187439799929,2.993544470524011,1.6294464431717128,0.7651760870994045,1.5784458822545535,0.0982932861431652,0.8448905634348575,0.750164529146129,-118362.08775260401,12.021971935584055,31.941532906678106,58.05462752717,0.3238104930435817,0.001797914079629,4.285095546847042,0.2764788156466232,1.128942633447159,0.1119911229879638,0.0014945648103986,,0.3484559994573267,1307.6394478799589,1.8248199812138481,143.7374772607791,25.695005373998747,44.32598286934672,1.7330233735336922,13.176045554389654,1.160751628361889,1.4808710294321223,2.131618105968169,0.2909404907462311,0.0022525109335612,0.4361121085497444,3.987230837151886,0.9928223874690664,15.476400371633087,1.829030268850121,298849.54886649,0.8731999657365106,0.0236463690725263,0.8481482009620098,30.31024829377856,0.1093945628378301,2.5235706066061474,69.2568230268285,0.5261932634845856,0.7063151842902746,0.1079974515806393,2.945849890944348e-06,1.7442258043363685,1123.3349695232637
SUBJ0005,2.116165954908467,64.20478545139807,0.2249397860580546,2.2828746920366187,1.3311555833139384,,0.0010895690962026,0.9903178738558543,0.424390189592606,0.964516743061955,0.8590069108916505,12481.339011836217,0.4874026745875864,1.5406088183468658,1.0570780357587073,0.6830892600521377,8.155892984818404,0.314365189657828,0.632736883336098,224452.59423506257,0.0024350986960079,3.962136185301551,0.0022206707180284,0.0003317239156943,0.5003518159472606,0.7488885917125252,0.0016169142354282,0.4566922292159864,32.62532879511951,1.1564042880705303,1.2840267934981702,0.4159264081287384,0.928219005508063,0.0038734132735487,2.3705097026567956,,20355.92485367563,3.972568502103393,0.2929577282875353,30.897955797038975,3.27131039132168,1.8962526772893207e-09,2.0469912528117304,4.320938493016405,0.697679696732565,,0.0011334612754075,1.0492989669160726,60.851377969803565,5.703027058454202,1.1492763185493273,0.0348574565386507,0.0628616814852221,10.778088697765613,2.281728065426363,-2.9387548111773523,-0.5077642055392575,2.9396787783104035,0.7633231956267609,14.018416447697506,0.0005680498239884,1.2499792219798658,1.310191627167086,1.078774217963312,0.20019302613957102,2.938984949449235,0.0825696571433026,0.3082706329057731,0.0231436871057392,0.8145562790927953,0.0206569224633561,0.3008561215774734,0.4699484887233057,0.0031766383431831,0.3162284546391367,6.6245623214672245,0.2546601335044586,0.2787408500439034,0.3951984882466733,3.217736557328696e-06
SUBJ0006,4.09655551376398,,1.1196470559252611,1.1628786812545535,3.755303915830674,27.04917977950872,2.805964005782955,0.1307526798497716,0.8979785073383582,0.5178924310074348,2.2255768029884795,0.0070333627555494,0.0736863927838928,1.5726693265489464,1.3291974496206158,0.0163399379272803,0.543565041394861,1.012737572852474,0.7258105214960643,643.5578668797313,0.0032126927420073,0.0917175973400909,1.1047893484580291,2.203392435951707e-07,0.2828189165231801,13.127797234095196,0.9055419358450876,0.7188048138733883,7.926661260974217,0.2116622724943853,0.3754236723180339,1.275380507451923,1.4083010577790616,77.14926120490415,0.7700282287804666,2.6373385538862664,-121141.55706043878,0.6131440042387728,66.9285503438219,6.563508027129839,5.809478774678474,835.2878796154093,2.531767284701336,0.3230288253401437,3.123459268765143,5.212928807660599,2.49870997283749,0.704259736261973,0.0956639736066721,1296.29367570165,5.429070029303007,0.0088418960473114,27.972414979090704,0.2499191239514304,0.2508403649447183,0.0087118884702602,6.806131043319012,1.5167280619132355,2.444590644304368,0.3216782225098535,2.37957071049262,0.3525573001879587,1.4783609076737798,0.65863790771163,0.809992071131254,1.805315426530761,0.0010011422030116,0.6908602850231869,4.352943985383892,0.2340580506178607,0.079258700934154,0.7896251138729293,0.1532159268532782,0.0009386509768715,,0.0319395885248294,,7.094290709582247,1.6562324849132906,2.343294880811407e-06
SUBJ0007,1.7987181118319406,46.10369747023614,4.475003465697074,1.9050148294366256,13.380137279508412,325.49056944848195,0.0013074940979145,2.2490917159060313,1.3634909782766866,2.026073963372069,,10.610848030126071,0.1426156539632095,1.533640202218833,1.2525577480613599,0.0198217107404017,88.57563030602475,0.4573990839545788,1.805339185892485,7509352.63769729,0.0211935394131385,2.050716917129297,0.0014100189101077,0.0001038087619011,0.9202140707239218,0.0831096615906071,0.0013059697671044,5.00309291272649,0.2923490775581252,2.269002935007256,0.2677195251676997,1.168705289004439,0.3569092874518291,0.0365298682988383,1.371361136048319,0.3184319366292454,-153447.14159770755,1.1252383198054476,24.418165864960073,1.0170718534017351,1.213324228199612,0.0396024460795079,,1.4435499963459917,3.965600354091867,22379835.357602853,0.0015169427337424,1.323523384841231,0.5713206124311692,-500.293842045005,0.9464335558812648,0.0509163029406918,-10.547396126356585,8.317278431789202,0.7843020234478209,0.1402320746332653,0.6727009763343211,1.308690734557496,1.7729304340468297,1.174167807887865,86658.72230175576,0.997037505678194,0.7693576163228747,0.0900101399180983,0.2518588578264101,1.615194872019321,3044.540073417492,1.3645370658519669,,3.031655232400639,0.5273982102200554,1.5524294354558459,0.396667205149208,1.043597079792767,1.3445139299459323,338.1772453419017,0.5092058104681951,9.648181164674953e-05,,3.0675858926813436e-05
SUBJ0009,1.6666658349880206,0.2759395076715113,3.0352897265924383,1.8033347346134594,3.968488483582619,120.61747189709848,0.0001681020470176,0.1436964558035481,1.5258248863441088,1.5283437829370818,2.6282604996978973,95.40213721456854,0.6024280730101045,1.6676570007604763,1.354859292808491,0.1058686748764612,0.0065121913888298,0.2845629141760621,1.261110902078495,9308323.425201114,0.0249371264085784,0.65856679126741,12331.006290388235,16.440127057275298,2.521106681275009,20.24603201920116,6581.564901319437,0.5604837125774284,68.86114316375762,2.660262133993698,1.5995224163106065,0.5657911913089141,0.22953551554754,4.159874081789487,0.2101875672266022,2.5313582223250912,-91958.87284140532,1.7095445895810475,108.78889996834505,45.16374275768047,0.3688833288737961,2040563.1118556496,0.7759896556390727,1.4844100225595638,1.5122066980915403,0.2620129195312218,0.0001732405303669,6.678106349090752,0.0764741462108282,1896.6758968578176,,1.36435125776477,34.02595718603633,1.5177809537475897,0.6190896044490616,9.286690854603833,1.2359512647178508,1.5114025195121619,0.2777174544584432,1.5303354190430902,80822.0667847008,6.228124640864657,0.1881749812167158,,11.94787477441035,,186.22561184416296,0.3546648160658812,3.3872984352121325,2.092015964430008,0.1236203322344713,1.7118680346583626,0.6506127213521631,0.1514803101453427,1.3513179959412007,0.0037748842177799,6.699072648622926,0.0002687971188441,,0.0002519027580188
SUBJ0010,1.693456917850846,,1.7788008519002256,1.8890598073847837,0.5558631758596693,293.9921512844444,0.0066113560998722,4.243901039970952,1.4334770656857505,0.3969116193730529,2.2441874284276335,1.738758743884656,0.501475903000582,1.6154211224022341,1.3655122226458885,1.200742933295851,0.0245684261876977,0.5445113367566087,3.10076368597198,5727954.70515167,0.0002861811498866,2.354988033211771,25.295160561332853,0.0004667693009215,1.7940397178197287,36.96626171973045,27.76419539410904,0.1665100602453337,89.36364963608388,2.866817116551117,1.630959693293537,1.0677767447041169,1.7060902108479548,0.0013966947949916,,0.8097865746395663,-115126.56866994042,1.30077955437958,69.87865703440119,74.1442621088483,3.2418199548878426,3.8463068973480845e-11,2.9280946831338195,1.4673635699797056,0.4093125411072987,5088.436356348708,0.0070694372887552,1.881220818860984,200.398631983246,1160.3504629113681,2.09242570664972,0.0010193547546789,28.112067890473483,0.0249718160483393,0.6794037586683307,18.239373467665423,3.0164231527745784,1.4657409959543204,0.6858268691872065,1.2684353024064927,75883.31284161711,0.6553916497598574,1.7450358870280462,0.7347358592357099,25.429876518767006,1.8843971757825542,1.651359614382396e-07,0.5121031358677973,0.0053745321579324,2.265366247512746,0.1074416918897258,1.6362746284374572,0.5020285583379889,8.825411779930826e-05,1.2203547294688157,3.0217118030372605,0.6120390245407051,1042.6725689162183,1.4950773024337793,2.5739822376499756e-08
SUBJ0011,0.2121939863015672,8.19252839045231,0.5460135199351145,1.1866536730905344,1.259703980821569,119.96418055889295,0.154448857270888,,1.5778219988948028,,2.642482663914622,919.832610226801,0.7686389217850021,1.7026976288152371,1.4584317671492053,,46.71361005316483,1.272322983842219,0.2117717655298312,151.4333952532828,0.0088283635918843,0.1168473744400871,0.0040201641847883,0.0001848951919971,1.7723471190121938,19.830932821398264,0.0027610959339226,1.179202806843226,79.63110929170658,0.6228234278567675,1.6488220541191438,1.6345441779954009,4.185286291329974,0.1956850031644702,0.5191114325079975,1.1607948174716638,-94862.77518618843,0.5655687476768849,145.01543032984,44.49976148582682,15.186457383266175,406.78067244538096,1.6426442269064272,1.998485473541857,2.7788871419085943,52.01814804284524,0.1290667212078052,0.4334283691068123,42.90071150911665,,1.7691314437388295,3.183263108051676,47.66905909275913,5.171209934790858,0.1053482146749525,13.863966431231301,1.1462493007909218,,1.2094295496599488,2.6036987560186375,0.1087659700022964,4.181619398517798,0.710070371734233,0.3569390881666345,13.104214112226412,2.009071852416134,17574.074061219773,4.74888837579443,24.536668824180804,3.3951368211350883,2.9361622062210695,0.4647447377013302,4.487392491836674,,2.1454922739825557,7.348991343459804,0.3667218287020273,1.6978472992682363e-08,1.862610071348623,490.9173404581622
SUBJ0012,3.260122951411915,41.06093441570075,0.8414792038081902,2.880466915915523,0.817459859587149,127.62276018071448,2008.65025724645,6.252998223483244,3.5613912125133877,0.8680871066018124,2.249385404933438,0.0068086710519573,2.3464432052170765,1.5007598280576697,1.2575886097401625,17720.362265028914,0.1111131591342421,1.2327897833280943,0.6920646160327811,33653527.384767026,59.24654757933357,2.831848207735235,52.6768863698577,4.633984614726473e-08,0.6724920349221966,8.502983665388282,33.5688535858009,0.6816234591516165,51.00361023654915,7.19635536264536,1.3931277836003442,0.9845665543161104,0.3723871876796769,3608.4702689206665,0.8920594528916971,0.3516746816158224,-133228.1792143052,0.8559627470268554,38.18208256313282,38.96940675611378,0.5723127965852723,3.917712068746185,4.065795376912652,2.080908470585535,2.583566992948499,20136.16494889287,1296.8796837062753,1.6594582166600458,33.8584732342983,131.33431129213852,1.6095555444352594,1.3694928682553889,7.307585823225111,0.0138784373281166,0.7435902087586044,7.739992753230002,1.6006615600676017,1.3484999152169705,0.390267151811571,2.3882090498619704,394467.84792014427,2.227200042112524,1.3308905377630318,2.6678274468633467,17.957805067234887,1.6860611560363812,1094.122179829479,0.6892471019520997,2.9448648257829797,1.3949443304980813,6.357821717889075,3.193900623015537,2.0370822468206073,0.0666467138819536,2.7817246671518303,0.0067956632979162,0.3589761212281642,9.828536791899657,,8061504.250007729
